humidity,precipMM,tempC,windspeedKmph,HeatIndexC
13,0,32,2,30
12,0,34,3,32
13,0,34,3,32
14,0,33,4,31
16,0,34,5,32
21,0,31,5,29
27,0,29,5,28
32,0,27,6,26
33,0,24,6,24
34,0,23,5,24
35,0,22,5,24
33,0,22,6,24
31,0,22,6,23
28,0,22,6,23
28,0,21,6,21
28,0,21,6,21
28,0,20,6,20
27,0,20,6,20
26,0,21,6,21
25,0,21,6,24
21,0,23,8,24
17,0,25,9,25
14,0,28,10,27
14,0,30,8,29
14,0,32,6,31
14,0,34,4,32
15,0,34,3,32
16,0,33,2,31
18,0,34,1,31
24,0,30,1,28
30,0,29,2,28
37,0,26,2,26
36,0,25,3,25
36,0,24,4,25
35,0,23,5,24
35,0,22,6,24
34,0,21,6,23
34,0,21,6,23
34,0,21,6,21
33,0,20,7,20
33,0,19,8,19
31,0,21,7,23
28,0,22,6,24
26,0,23,6,24
23,0,24,6,25
20,0,27,7,26
17,0,30,8,29
17,0,32,6,30
16,0,33,4,32
16,0,35,2,34
17,0,35,2,33
18,0,34,2,32
18,0,34,3,32
24,0,32,2,30
30,0,30,2,28
36,0,27,2,26
36,0,26,3,25
36,0,24,4,25
36,0,23,4,24
35,0,21,5,23
34,0,21,5,21
34,0,20,5,20
34,0,20,5,20
33,0,20,5,20
33,0,20,5,20
31,0,20,5,20
29,0,21,6,24
27,0,22,6,24
24,0,24,6,25
20,0,27,6,27
17,0,31,6,29
17,0,32,4,31
16,0,33,3,32
15,0,34,2,33
17,0,34,3,32
18,0,34,3,32
20,0,33,4,30
23,0,31,10,30
26,0,30,10,28
29,0,27,7,26
29,0,26,7,25
29,0,24,7,25
30,0,22,6,23
28,0,22,6,23
27,0,21,6,23
25,0,21,6,21
25,0,20,5,20
24,0,20,6,20
24,0,19,8,19
25,0,20,11,20
25,0,20,8,20
26,0,20,4,20
24,0,21,6,24
22,0,24,7,25
20,0,28,9,26
20,0,29,10,27
19,0,30,11,28
19,0,32,12,30
19,0,31,12,29
20,0,30,13,28
21,0,30,13,27
27,0,28,11,27
32,0,27,8,26
38,0,25,6,25
40,0,23,6,24
43,0,22,7,24
45,0,21,7,24
46,0,21,7,21
48,0,20,7,20
49,0,19,7,19
52,0,19,6,19
56,0,18,5,18
59,0,17,4,17
55,0,17,3,17
52,0,17,3,17
48,0,17,2,17
37,0,19,2,19
26,0,22,1,24
16,0,27,1,26
14,0,28,3,27
13,0,30,6,28
11,0,31,5,29
13,0,31,9,29
15,0,31,10,29
17,0,30,11,27
24,0,29,10,27
31,0,27,9,26
39,0,25,8,25
44,0,23,6,24
49,0,22,4,24
55,0,20,3,20
56,0,19,3,19
58,0,18,3,18
59,0,18,3,18
56,0,17,3,17
53,0,17,3,17
50,0,17,3,17
44,0,18,3,18
38,0,18,4,18
32,0,19,4,19
25,0,21,5,21
19,0,24,6,25
12,0,28,6,27
12,0,29,8,27
12,0,30,9,28
13,0,31,11,29
14,0,32,11,30
15,0,31,11,28
17,0,29,10,27
23,0,29,10,27
29,0,27,9,26
35,0,25,8,25
39,0,23,7,24
44,0,22,5,24
48,0,21,4,21
50,0,19,3,19
52,0,19,3,19
54,0,18,2,18
54,0,17,3,17
54,0,17,3,17
55,0,16,4,16
47,0,17,3,17
39,0,18,2,18
31,0,19,1,19
26,0,21,3,24
21,0,23,4,25
16,0,27,6,26
16,0,29,7,27
16,0,31,8,28
16,0,32,9,29
18,0,32,10,30
20,0,31,10,29
22,0,29,11,27
32,0,29,10,27
41,0,27,9,26
51,0,24,9,25
58,0,23,7,25
65,0,21,6,24
71,0,20,4,20
73,0,19,4,19
75,0,17,4,17
77,0,17,4,17
75,0,16,4,16
73,0,16,4,16
71,0,16,4,16
62,0,17,3,17
53,0,17,3,17
44,0,18,3,18
35,0,21,3,21
26,0,24,2,25
17,0,28,2,27
16,0,30,4,28
16,0,31,6,29
16,0,32,8,30
18,0,32,8,30
20,0,32,8,30
22,0,30,8,28
30,0,29,8,28
39,0,28,8,27
47,0,25,8,26
51,0,24,7,25
56,0,22,7,24
60,0,21,6,24
60,0,20,6,20
59,0,20,5,20
59,0,20,5,20
58,0,20,5,20
56,0,19,5,19
55,0,19,5,19
49,0,19,5,19
43,0,20,4,20
37,0,20,4,20
30,0,22,3,25
23,0,26,2,26
16,0,30,1,28
16,0,31,1,29
16,0,33,2,31
15,0,34,2,32
17,0,33,3,31
18,0,34,4,32
20,0,32,5,30
25,0,31,6,29
30,0,29,6,28
36,0,27,6,26
37,0,26,7,26
38,0,24,7,25
39,0,24,7,25
38,0,23,7,24
38,0,23,7,24
37,0,22,6,24
36,0,21,7,21
35,0,20,7,20
34,0,21,8,21
32,0,20,8,20
30,0,21,8,24
28,0,22,8,24
24,0,23,9,24
21,0,25,9,26
17,0,29,10,28
16,0,31,9,29
16,0,32,7,31
16,0,34,6,32
17,0,34,6,32
18,0,34,6,32
19,0,34,6,32
25,0,30,4,29
32,0,29,2,28
38,0,27,1,26
40,0,26,1,25
42,0,24,2,25
44,0,23,3,25
43,0,22,3,24
43,0,21,3,21
43,0,20,4,20
42,0,20,5,20
40,0,21,6,21
39,0,21,6,21
38,0,22,8,24
38,0,22,9,24
37,0,23,11,24
34,0,24,11,25
30,0,27,11,26
26,0,29,10,28
26,0,30,8,29
26,0,32,5,31
26,0,32,2,31
28,0,32,3,31
30,0,32,3,30
33,0,31,4,30
34,0,31,4,29
36,0,30,5,29
38,0,29,6,28
41,0,27,5,27
44,0,25,4,26
47,0,23,4,25
47,0,23,4,24
48,0,22,4,24
48,0,22,5,24
48,0,21,4,21
48,0,20,3,20
48,0,20,3,20
44,0,21,4,24
40,0,23,5,24
36,0,23,6,25
30,0,24,5,25
25,0,27,4,27
20,0,31,4,30
19,0,32,3,31
18,0,33,3,32
18,0,34,2,33
21,0,34,2,32
25,0,32,2,30
28,0,31,6,30
29,0,31,7,29
30,0,30,4,29
31,0,29,6,28
33,0,26,6,26
35,0,25,6,25
36,0,24,6,24
36,0,23,6,24
35,0,23,7,24
34,0,22,7,24
33,0,22,7,24
33,0,22,8,23
32,0,21,8,23
29,0,21,8,24
27,0,22,7,24
24,0,23,7,24
22,0,25,6,25
19,0,27,6,27
17,0,31,5,29
17,0,33,4,31
16,0,34,3,32
16,0,35,2,33
17,0,34,3,33
18,0,35,3,33
19,0,34,3,32
24,0,31,3,29
30,0,30,2,29
36,0,28,1,27
35,0,27,2,26
35,0,26,3,25
35,0,25,4,25
33,0,23,4,24
32,0,23,5,24
30,0,23,6,24
30,0,22,6,23
30,0,22,7,23
30,0,22,7,23
29,0,23,8,23
28,0,24,9,24
27,0,23,9,24
24,0,24,10,25
21,0,27,11,27
18,0,31,12,29
18,0,32,11,30
17,0,33,10,31
17,0,34,9,32
17,0,35,8,34
18,0,35,7,33
18,0,34,6,32
24,0,32,4,31
29,0,31,3,29
34,0,28,2,27
37,0,27,2,26
39,0,25,2,25
42,0,24,2,25
39,0,24,3,25
37,0,24,4,25
35,0,24,5,24
34,0,23,5,24
33,0,22,5,24
32,0,21,5,23
31,0,23,6,24
30,0,22,7,24
29,0,23,8,24
26,0,24,8,25
22,0,27,9,26
19,0,31,10,29
18,0,32,9,30
17,0,34,7,32
16,0,35,6,33
17,0,36,5,34
18,0,35,5,33
19,0,34,4,32
25,0,33,3,31
31,0,31,3,29
36,0,28,2,27
37,0,27,3,26
38,0,26,4,26
39,0,25,5,25
39,0,23,5,24
39,0,23,5,24
40,0,22,5,24
40,0,22,5,24
41,0,22,4,24
41,0,22,3,24
38,0,23,4,24
34,0,24,4,25
31,0,24,5,25
26,0,26,5,26
20,0,29,5,28
15,0,32,5,31
14,0,34,4,32
13,0,36,4,34
13,0,37,4,35
14,0,36,5,35
15,0,37,6,35
17,0,35,6,33
22,0,33,7,31
28,0,32,8,30
33,0,29,8,28
35,0,27,7,27
38,0,26,7,26
40,0,24,6,25
42,0,23,5,25
43,0,23,4,24
45,0,22,3,24
44,0,21,3,24
44,0,21,4,21
44,0,20,4,20
39,0,23,4,24
34,0,24,4,25
29,0,25,4,25
25,0,26,3,26
20,0,29,2,29
16,0,33,1,31
15,0,34,2,33
14,0,36,3,34
13,0,37,4,35
15,0,36,5,35
16,0,36,6,35
17,0,35,6,33
21,0,33,7,31
24,0,32,7,30
27,0,29,8,28
29,0,28,7,27
30,0,26,6,26
31,0,24,5,24
31,0,24,5,24
30,0,24,5,24
29,0,24,5,24
30,0,23,5,24
30,0,23,5,24
31,0,21,5,24
29,0,22,5,24
28,0,22,5,24
27,0,23,5,24
23,0,24,6,25
19,0,27,7,27
16,0,31,8,29
14,0,32,10,30
13,0,34,12,31
12,0,35,14,33
13,0,34,14,33
13,0,33,14,31
14,0,33,14,31
19,0,32,12,29
23,0,30,11,28
28,0,28,9,26
31,0,26,8,25
34,0,24,7,24
37,0,23,6,24
37,0,22,6,24
37,0,22,6,24
37,0,21,6,21
37,0,21,5,21
37,0,20,4,20
37,0,20,3,20
34,0,19,3,19
31,0,20,3,20
27,0,21,4,24
24,0,23,3,25
20,0,26,3,26
16,0,31,3,29
15,0,33,4,31
14,0,35,5,33
12,0,36,7,35
15,0,36,8,34
18,0,35,9,34
21,0,34,10,32
29,0,33,10,31
38,0,31,9,30
47,0,29,8,28
50,0,27,7,27
53,0,25,6,26
56,0,24,4,25
54,0,24,5,25
53,0,23,5,25
52,0,23,5,25
50,0,22,5,24
47,0,22,4,24
45,0,21,4,24
40,0,22,4,24
35,0,23,4,25
29,0,24,4,25
24,0,26,5,26
18,0,28,5,28
12,0,32,5,31
11,0,34,4,33
9,0,36,3,35
8,0,38,2,37
9,0,38,2,37
11,0,38,3,36
12,0,37,3,36
17,0,35,4,33
22,0,33,5,31
27,0,31,6,29
29,0,29,5,27
31,0,27,5,26
33,0,26,4,25
31,0,25,5,25
29,0,25,5,24
28,0,23,6,25
27,0,23,6,24
27,0,24,6,24
27,0,23,5,23
25,0,23,6,24
23,0,24,7,25
21,0,25,7,25
18,0,27,7,26
14,0,29,7,29
11,0,34,7,32
10,0,36,6,34
9,0,37,5,36
8,0,38,4,38
9,0,38,4,37
10,0,38,4,37
11,0,38,5,37
15,0,35,5,34
18,0,34,6,32
22,0,32,7,29
22,0,30,7,28
23,0,28,7,26
24,0,27,6,25
23,0,26,6,25
22,0,25,6,24
22,0,25,5,24
21,0,24,6,23
20,0,23,6,23
19,0,23,6,22
18,0,25,6,24
17,0,25,5,24
16,0,26,4,25
14,0,27,4,26
12,0,29,4,28
11,0,34,3,32
10,0,36,4,34
10,0,37,4,36
9,0,38,5,38
10,0,38,6,37
11,0,38,7,37
12,0,36,8,35
17,0,35,7,33
21,0,33,7,31
26,0,31,7,29
27,0,29,7,27
29,0,27,6,26
31,0,25,6,25
31,0,25,6,25
31,0,25,5,25
31,0,24,5,24
32,0,24,5,24
33,0,23,5,24
33,0,23,5,24
30,0,25,6,24
27,0,25,6,25
24,0,25,7,25
21,0,27,6,26
17,0,29,4,28
14,0,34,3,31
12,0,35,3,34
11,0,37,4,36
10,0,38,5,37
11,0,38,4,37
12,0,38,3,37
13,0,38,3,37
17,0,36,3,34
22,0,34,3,32
27,0,31,3,29
28,0,29,3,27
28,0,28,4,26
29,0,26,5,25
28,0,25,5,24
27,0,24,5,24
26,0,24,5,24
25,0,24,5,23
24,0,23,5,23
23,0,23,5,23
21,0,25,5,24
19,0,25,6,25
17,0,26,6,25
15,0,28,7,26
13,0,29,8,28
11,0,34,9,31
10,0,35,8,34
9,0,37,6,36
9,0,38,5,37
10,0,38,4,37
10,0,38,4,37
11,0,38,3,37
16,0,36,3,34
21,0,34,2,32
26,0,31,2,29
26,0,29,3,28
26,0,28,5,27
27,0,27,6,26
25,0,26,6,25
24,0,25,6,25
23,0,24,7,24
22,0,24,6,24
22,0,23,6,24
22,0,24,5,23
20,0,24,5,24
18,0,25,5,25
16,0,26,4,26
14,0,28,4,27
12,0,30,3,29
10,0,34,2,33
9,0,36,2,35
8,0,38,2,37
8,0,39,2,39
9,0,39,2,38
9,0,39,2,38
10,0,38,2,37
15,0,36,3,35
19,0,34,4,32
23,0,32,5,29
24,0,30,5,28
25,0,27,5,26
26,0,27,5,25
26,0,26,5,25
25,0,25,6,24
24,0,25,6,24
23,0,24,6,24
22,0,23,6,23
21,0,23,6,23
19,0,23,6,24
17,0,24,6,24
16,0,25,6,25
13,0,27,6,26
11,0,30,6,29
9,0,34,5,32
9,0,36,5,35
9,0,38,4,37
9,0,39,3,39
10,0,38,5,38
12,0,38,6,37
14,0,36,7,35
19,0,35,8,33
25,0,33,8,31
30,0,31,9,29
32,0,29,8,28
35,0,26,6,26
37,0,25,5,25
35,0,25,5,25
34,0,25,6,25
32,0,24,6,24
33,0,24,6,24
34,0,23,5,24
35,0,22,4,24
32,0,22,4,24
29,0,23,4,25
26,0,24,4,25
22,0,26,4,26
17,0,29,4,29
12,0,33,4,31
12,0,35,5,33
12,0,37,6,35
12,0,38,8,36
14,0,37,8,36
16,0,36,8,35
18,0,34,8,32
24,0,34,12,32
30,0,32,9,31
37,0,30,9,29
37,0,27,7,27
38,0,26,6,26
38,0,26,5,26
36,0,25,5,25
34,0,24,6,25
32,0,24,6,24
30,0,23,5,24
28,0,23,4,23
26,0,22,4,23
23,0,22,4,24
20,0,23,4,25
17,0,24,4,25
16,0,26,3,26
14,0,29,3,29
12,0,33,2,31
12,0,35,4,33
12,0,36,7,34
13,0,37,9,35
15,0,37,9,36
17,0,36,9,34
19,0,34,9,32
25,0,34,9,32
31,0,32,9,30
37,0,30,9,29
38,0,28,8,27
39,0,26,7,26
41,0,26,6,26
39,0,25,6,25
37,0,24,6,25
35,0,24,6,24
35,0,23,5,24
34,0,22,5,24
33,0,22,5,23
29,0,22,4,24
25,0,23,4,25
21,0,24,4,25
17,0,25,3,26
13,0,28,3,28
9,0,32,3,30
9,0,35,3,33
9,0,36,4,35
9,0,38,5,37
10,0,37,5,36
12,0,37,9,36
13,0,35,9,33
16,0,34,11,32
19,0,32,11,30
22,0,30,9,28
23,0,28,8,26
24,0,26,7,25
24,0,26,6,25
23,0,25,6,24
21,0,25,6,24
20,0,24,6,23
20,0,24,6,23
20,0,23,5,23
21,0,22,5,22
19,0,23,4,23
17,0,24,4,24
15,0,25,4,24
13,0,26,4,25
12,0,29,4,28
10,0,33,4,31
11,0,35,6,33
12,0,36,7,34
13,0,37,8,35
15,0,36,9,35
17,0,35,10,33
19,0,34,11,32
25,0,33,11,31
31,0,31,10,29
37,0,28,10,28
41,0,27,8,27
44,0,25,7,25
48,0,24,5,25
51,0,23,5,25
53,0,23,5,25
56,0,22,5,24
55,0,22,6,24
53,0,22,7,24
52,0,22,8,24
47,0,21,6,24
42,0,21,5,24
36,0,22,4,24
29,0,24,4,25
21,0,28,3,27
14,0,31,3,30
14,0,33,4,31
15,0,35,6,33
15,0,36,7,34
17,0,36,8,35
19,0,35,9,33
21,0,34,9,33
27,0,33,9,32
33,0,32,9,30
38,0,30,9,29
40,0,28,8,28
42,0,27,6,26
43,0,26,5,26
41,0,24,6,25
38,0,24,6,25
35,0,24,6,24
33,0,24,6,24
30,0,24,6,24
28,0,23,6,25
26,0,24,7,25
24,0,24,8,25
22,0,25,9,25
19,0,26,10,26
16,0,29,11,28
14,0,32,12,30
14,0,34,10,32
13,0,36,8,34
13,0,37,6,36
16,0,37,7,36
18,0,35,7,34
20,0.2,35,8,33
24,0,34,7,32
29,0,33,6,31
33,0,31,6,30
34,0,28,5,28
35,0,27,4,26
36,0,26,3,25
34,0,26,4,26
33,0,26,6,26
31,0,26,8,26
35,0,26,7,25
40,0,25,6,25
44,0,24,6,25
42,0,25,6,25
40,0,25,6,26
38,0,24,7,26
32,0,26,6,26
26,0,30,6,29
20,0,33,5,32
20,0,34,4,32
19,0,35,3,33
19,0,35,1,33
20,0,35,2,34
22,0,34,2,33
24,0,33,3,32
26,0,33,4,32
28,0,32,5,31
30,0,31,6,30
31,0,30,6,29
32,0,28,5,27
33,0,27,5,26
31,0,27,5,26
29,0,27,5,26
27,0,26,5,26
25,0,25,5,25
24,0,26,4,25
23,0,25,4,24
22,0,25,4,25
21,0,25,5,25
20,0,25,5,25
19,0,26,6,26
18,0,30,7,29
17,0,33,8,32
19,0,34,6,32
20,0,34,4,33
22,0,33,2,31
23,0,34,2,32
24,0,34,3,32
25,0,33,3,31
27,0,33,8,31
28,0,32,4,30
30,0,31,5,29
31,0,29,4,28
31,0,27,3,26
31,0,27,3,26
29,0,26,4,26
26,0,26,6,25
24,0,26,8,25
24,0,26,6,24
24,0,25,4,24
24,0,24,2,23
23,0,25,2,24
23,0,24,2,25
22,0,24,2,25
21,0,26,5,26
19,0,29,7,28
18,0,33,10,31
23,0,32,8,31
28,0,32,7,30
34,0,31,5,29
38,0,30,5,29
42,0,30,6,29
46,0.4,29,6,28
50,0.4,28,7,28
54,0.3,28,7,28
58,0,27,8,27
57,0.3,26,7,26
57,0,25,7,26
56,0,24,6,26
61,0,24,6,25
66,0,23,6,25
70,0,21,6,24
70,0,21,9,21
70,1.3,21,11,21
69,1.8,20,13,20
68,0,21,13,21
66,0,21,12,24
65,0,22,12,25
58,0,22,11,25
52,0,24,10,26
45,0,27,9,28
40,0,29,7,29
36,0,31,6,31
31,0,33,4,33
36,0,32,3,32
41,0,32,2,31
45,1,30,1,30
51,0.7,29,3,29
57,0.3,28,5,28
63,0,26,7,27
67,0,25,7,26
71,0,23,7,25
75,0,23,7,25
75,0,23,6,25
75,0,23,5,25
75,0,23,4,25
75,0,22,7,25
75,0,22,9,25
75,0,22,11,25
70,0,23,9,25
64,0,23,7,25
59,0,23,5,25
48,0,25,5,26
36,0,28,6,28
24,0,31,6,30
23,0,32,4,31
22,0,33,2,32
20,0,34,0,32
25,0,33,1,32
30,0,31,2,30
35,0,31,3,30
41,0,30,5,29
47,0,29,7,28
53,0,28,9,28
58,0,27,7,27
63,0,25,6,26
68,0,24,5,26
68,0,25,5,26
69,0,25,5,26
69,0,24,4,25
70,0,23,3,25
71,0,22,3,25
72,0,22,2,24
64,0,22,3,25
57,0,23,5,25
49,0,24,6,25
38,0,25,7,26
28,0,28,7,28
17,0,31,8,29
17,0,33,6,31
16,0,34,5,32
15,0,35,3,33
17,0,35,3,33
20,0,34,3,32
22,0,32,4,30
25,0,32,4,30
27,0,32,5,29
30,0,30,5,28
32,0,28,6,27
33,0,27,6,26
35,0,26,6,26
34,0,26,7,25
32,0,24,7,25
31,0,24,8,25
30,0,23,7,25
29,0,23,7,25
28,0,22,6,24
26,0,23,6,25
23,0,24,6,25
21,0,24,6,25
18,0,26,6,26
15,0,29,6,28
13,0,32,6,30
13,0,34,5,32
13,0,35,3,34
13,0,37,2,35
14,0,36,2,34
15,0,36,3,34
16,0,36,3,34
20,0,33,4,31
24,0,32,5,30
28,0,30,6,28
30,0,28,6,27
32,0,27,6,26
35,0,26,6,26
34,0,25,6,25
34,0,24,6,24
34,0,24,6,24
33,0,24,6,24
32,0,24,6,24
30,0,24,6,24
30,0,23,7,25
29,0,24,4,25
28,0,24,8,25
24,0,25,7,26
19,0,29,7,28
15,0,32,6,30
14,0,34,6,32
14,0,35,5,34
13,0,37,4,35
14,0,37,4,35
15,0,36,5,35
16,0,35,6,34
20,0,34,10,32
23,0,33,12,31
27,0,31,9,29
29,0,29,8,28
31,0,27,7,26
33,0,26,7,25
33,0,25,7,25
33,0,25,7,25
33,0,25,6,25
34,0,24,6,24
35,0,23,6,24
36,0,23,5,24
35,0,23,5,24
33,0,23,6,24
32,0,24,6,24
27,0,26,4,25
22,0,29,2,28
18,0,33,1,30
17,0,34,3,32
16,0,35,5,33
16,0,36,8,35
18,0,36,8,34
20,0,34,9,32
22,0,34,10,32
27,0,33,10,31
33,0,31,10,30
39,0,29,10,28
42,0,27,9,27
46,0,26,8,26
50,0,24,7,25
51,0,24,7,25
53,0,23,7,25
55,0,23,7,25
55,0,23,6,25
56,0,22,6,25
56,0,22,6,24
50,0,22,6,24
45,0,22,6,25
39,0,24,6,25
32,0,25,6,26
25,0,29,6,28
18,0,32,6,30
17,0,33,8,31
16,0,36,10,34
16,0,36,12,34
18,0,35,13,33
20,0,35,14,33
22,0,34,15,31
29,0,32,13,30
35,0,31,11,29
42,0,29,9,28
47,0,27,8,27
52,0,25,8,26
57,0,24,7,25
59,0,23,7,25
60,0,23,7,25
62,0,22,7,25
64,0,22,5,25
67,0,21,3,21
70,0,20,2,20
61,0,21,2,24
51,0,22,2,25
42,0,23,3,25
34,0,25,4,26
25,0,28,5,28
17,0,31,7,29
15,0,33,8,31
13,0,34,10,32
12,0,35,12,33
14,0,34,12,32
16,0,34,12,32
19,0,33,12,31
27,0,32,11,30
35,0,30,11,29
43,0,28,10,28
48,0,26,8,27
53,0,25,6,26
58,0,24,4,25
59,0,23,4,25
61,0,23,4,25
63,0,22,4,25
61,0,21,4,24
60,0,21,3,21
59,0,20,3,20
51,0,21,4,21
43,0,22,4,25
36,0,23,5,25
29,0,25,6,26
21,0,29,6,28
14,0,32,7,30
13,0,34,5,32
12,0,36,3,34
11,0,37,1,36
13,0,37,2,35
15,0,36,2,34
17,0,36,3,35
23,0,34,5,32
30,0,32,7,31
36,0,31,8,29
42,0,28,6,28
47,0,27,4,27
53,0,26,1,26
45,0,26,4,26
38,0,25,6,26
30,0,25,8,26
30,0,24,7,25
29,0,24,6,25
29,0,24,5,24
28,0,24,6,25
26,0,24,6,25
25,0,25,6,25
21,0,27,5,26
18,0,30,4,28
15,0,33,3,31
14,0,34,6,32
14,0,35,6,33
14,0,36,1,34
16,0,35,2,34
18,0,34,2,31
21,0,33,2,31
26,0,33,3,31
31,0,31,4,30
36,0,30,4,29
39,0,29,5,28
42,0,27,6,27
45,0,26,7,26
48,0,26,7,26
50,0,25,6,26
53,0,25,6,26
53,0,25,5,26
53,0,25,4,26
53,0,25,3,26
47,0,25,3,26
41,0,25,3,26
35,0,26,2,27
28,0,28,2,28
21,0,31,3,31
14,0,34,3,33
14,0,35,4,34
14,0,36,5,34
14,0,36,5,34
16,0,35,6,33
18,0,35,8,33
20,0.2,34,9,32
27,0,32,9,30
34,0,30,8,29
41,0,28,8,28
44,0,26,7,26
47,0,26,6,26
49,0,26,5,26
50,0,26,5,26
51,0,26,5,26
52,0,25,4,26
52,0,24,4,26
52,0,23,3,25
52,0,23,3,25
46,0,24,3,25
40,0,24,3,26
34,0,25,4,26
28,0,27,5,28
22,0,30,5,31
16,0,33,6,32
15,0,35,5,33
14,0,36,4,34
13,0,37,4,36
15,0,37,5,36
17,0,35,7,33
19,0,34,9,32
24,0,33,9,31
28,0,32,9,30
32,0,31,9,29
34,0,29,8,28
36,0,27,7,27
37,0,26,6,26
36,0,27,6,26
35,0,26,6,26
33,0,25,5,26
34,0,25,7,25
35,0,25,8,25
36,0,24,9,24
33,0,24,8,25
30,0,25,7,25
28,0,26,6,26
24,0,27,5,27
20,0,30,3,29
17,0,33,2,31
16,0,35,4,33
15,0,36,6,34
15,0,37,8,36
17,0,37,8,35
20,0,35,9,33
22,0,34,10,32
28,0,33,10,31
33,0,32,10,30
39,0,30,11,29
42,0,28,10,28
44,0,27,9,27
47,0,25,8,26
48,0,24,8,25
50,0,24,8,25
51,0,23,7,25
53,0,22,6,25
55,0,22,5,24
57,0,21,4,21
50,0,22,5,24
44,0,23,5,25
37,0,24,6,25
30,0,25,5,26
23,0,28,4,27
17,0,31,3,29
15,0,34,4,32
14,0,36,6,34
12,0,37,7,36
14,0,37,7,36
16,0,36,7,35
17,0,35,7,33
24,0,34,11,32
31,0,32,8,31
37,0,30,8,29
42,0,28,7,28
46,0,26,6,27
50,0,25,5,26
52,0,24,6,25
53,0,24,7,25
54,0,23,7,25
55,0,22,6,25
55,0,22,6,24
56,0,21,5,24
52,0,22,6,25
47,0,23,6,25
43,0,23,6,25
34,0,26,6,26
26,0,29,5,29
18,0,33,4,31
17,0,35,5,33
16,0,37,7,35
14,0,38,8,37
17,0,38,8,37
20,0,36,9,34
22,0,35,9,34
28,0,34,9,32
34,0,32,9,31
41,0,30,9,30
42,0,28,9,28
43,0,27,9,27
44,0,27,9,27
43,0,27,8,27
43,0,26,7,27
43,0,25,6,26
44,0,24,5,26
46,0,24,4,25
48,0,24,2,25
43,0,25,2,26
39,0,26,2,27
35,0,27,2,28
29,0,29,2,29
23,0,32,3,32
18,0,35,3,34
18,0,36,4,34
18,0,37,5,35
18,0,38,6,37
19,0,37,6,36
21,0,36,6,34
23,0,36,5,34
28,0,35,11,33
33,0,33,12,32
37,0,31,10,31
39,0,30,8,29
41,0,28,7,28
44,0,27,5,27
46,0,27,6,27
49,0,26,6,26
51,0,25,6,26
54,0,24,6,25
58,0,23,6,25
61,0,22,5,25
55,0,25,5,26
48,0,25,5,26
41,0,26,4,27
33,0,28,4,29
25,0,32,4,32
17,0,35,4,34
17,0,36,3,35
17,0,37,3,36
16,0,38,3,37
17,0,38,4,37
18,0,38,5,36
18,0,37,6,36
23,0,35,5,34
28,0,35,9,33
33,0,33,4,32
34,0,31,4,31
36,0,31,4,30
38,0,30,4,30
39,0,30,4,30
39,0,29,5,29
40,0,28,5,28
40,0,27,4,27
40,0,26,3,27
41,0,26,2,26
35,0,26,3,26
29,0,27,4,27
23,0,28,5,28
20,0,30,6,29
17,0,33,8,31
14,0,36,9,34
13,0,37,7,36
13,0,38,6,37
13,0,39,5,38
15,0,39,6,39
17,0,38,7,37
19,0,37,8,36
27,0,36,8,35
36,0,34,9,34
45,0,32,10,32
48,0,30,8,31
51,0,29,6,30
54,0,28,4,29
53,0,28,4,28
53,0,27,5,27
52,0,26,5,27
50,0,25,4,26
47,0,25,3,26
45,0,24,1,25
37,0,25,4,26
28,0,26,6,27
20,0,27,9,27
17,0,29,9,29
15,0,33,10,31
12,0,36,10,34
11,0,37,9,36
11,0,39,8,38
10,0,39,7,39
13,0,39,7,39
15,0,38,6,37
17,0,37,5,36
22,0,37,6,35
26,0,35,7,34
31,0,33,8,32
35,0,32,7,31
40,0,30,6,30
44,0,29,5,30
48,0,29,5,29
52,0,28,4,29
56,0,27,4,29
58,0,26,4,28
61,0,25,5,27
63,0,25,5,26
53,0,26,5,27
42,0,26,5,27
32,0,27,5,28
26,0,29,7,30
20,0,33,8,32
14,0,36,10,35
14,0,38,8,37
14,0,39,7,38
15,0,39,6,39
17,0,39,6,38
20,0,37,6,36
23,0,37,6,35
30,0,36,7,34
37,0,34,8,34
44,0,33,9,33
47,0,31,8,31
51,0,29,6,30
55,0,28,5,29
54,0,28,5,29
54,0,28,5,29
53,0,27,5,29
53,0,27,4,28
52,0,26,3,28
52,0,26,2,27
46,0,26,3,27
40,0,26,5,28
34,0,27,6,28
26,0,30,6,31
19,0,34,6,33
11,0,37,7,36
11,0,38,9,38
12,0,39,8,39
12,0,40,7,40
15,0,40,3,40
18,0,39,4,38
21,0,38,5,37
28,0,37,6,36
34,0,35,7,35
41,0,33,9,33
43,0,32,8,32
46,0,30,6,31
48,0,30,5,31
49,0,29,5,30
51,0,29,5,30
53,0,28,5,29
55,0,28,4,29
56,0,27,3,28
58,0,27,2,28
52,0,26,3,28
45,0,27,3,27
39,0,27,4,27
31,0,29,6,29
24,0,33,8,32
17,0,36,9,35
17,0,37,9,36
18,0,39,8,38
19,0,38,7,38
22,0,37,8,36
25,0,37,9,36
29,0,36,10,35
39,0,35,9,35
49,0,33,9,34
59,0,31,9,33
64,0,29,7,32
68,0,27,5,30
73,0,27,3,29
74,0,26,4,29
75,0,26,4,28
75,0,26,5,28
73,0,25,4,27
70,0,25,3,27
67,0,25,1,26
62,0,26,2,27
57,0,25,3,27
51,0,26,4,28
42,0,28,3,30
33,0,31,3,32
24,0,34,3,34
20,0,36,3,35
16,0,38,3,37
12,0,39,2,39
14,0,40,4,39
